customer_id,subscription_start,subscription_end,plan_type,plan_price
2658,9/14/2023,10/16/2024,Basic,499
2659,2/13/2022,6/29/2023,Standard,799
2660,4/29/2023,,Premium,1199
2661,11/18/2022,,Basic,499
2662,1/14/2022,,Basic,499
2663,1/24/2022,,Basic,499
2664,2/17/2021,2/9/2022,Premium,1199
2665,11/4/2022,5/21/2023,Basic,499
2666,10/26/2021,,Standard,799
2667,8/27/2021,,Standard,799
2668,4/21/2023,,Premium,1199
2669,3/17/2022,,Basic,499
2670,5/7/2022,,Premium,1199
2671,7/28/2022,12/24/2023,Basic,499
2672,9/9/2021,,Premium,1199
2673,3/2/2023,,Premium,1199
2674,3/25/2023,12/10/2023,Standard,799
2675,9/2/2022,,Basic,499
2676,6/13/2023,,Basic,499
2677,3/14/2022,,Standard,799
2678,5/17/2021,,Basic,499
2679,1/14/2023,1/10/2024,Standard,799
2680,11/4/2021,9/5/2022,Premium,1199
2681,8/23/2021,2/10/2023,Standard,799
2682,9/18/2022,,Standard,799
2683,12/20/2021,,Premium,1199
2684,6/9/2021,,Standard,799
2685,4/28/2021,,Premium,1199
2686,1/17/2022,9/4/2023,Standard,799
2687,5/31/2023,,Premium,1199
2688,10/17/2021,,Basic,499
2689,2/12/2022,,Premium,1199
2690,4/28/2021,3/15/2023,Basic,499
2691,7/15/2021,,Standard,799
2692,2/10/2021,,Standard,799
2693,9/11/2023,4/19/2024,Basic,499
2694,9/9/2023,,Basic,499
2695,6/23/2021,,Premium,1199
2696,2/26/2022,,Standard,799
2697,9/9/2023,,Premium,1199
2698,1/9/2023,,Premium,1199
2699,1/25/2022,,Premium,1199
2700,9/30/2021,2/26/2023,Basic,499
2701,9/26/2021,,Basic,499
2702,1/4/2023,9/28/2024,Premium,1199
2703,8/31/2023,,Standard,799
2704,8/24/2022,8/18/2024,Basic,499
2705,2/7/2021,,Basic,499
2706,9/22/2021,,Standard,799
2707,8/14/2022,3/9/2023,Basic,499
2708,8/10/2022,6/22/2023,Premium,1199
2709,6/4/2023,,Standard,799
2710,12/13/2022,,Premium,1199
2711,3/27/2022,2/16/2024,Standard,799
2712,1/5/2021,,Basic,499
2713,2/27/2023,10/28/2023,Basic,499
2714,4/16/2023,,Basic,499
2715,11/8/2021,,Standard,799
2716,4/26/2021,,Basic,499
2717,7/10/2022,,Premium,1199
2718,8/16/2021,,Basic,499
2719,10/12/2022,,Standard,799
2720,10/31/2022,,Premium,1199
2721,2/24/2022,,Basic,499
2722,7/25/2021,,Premium,1199
2723,8/3/2022,,Standard,799
2724,1/23/2023,,Standard,799
2725,1/5/2021,,Premium,1199
2726,8/20/2023,,Standard,799
2727,4/2/2022,,Standard,799
2728,5/11/2023,,Standard,799
2729,6/4/2023,,Basic,499
2730,11/20/2022,,Basic,499
2731,9/24/2021,,Premium,1199
2732,11/27/2021,,Standard,799
2733,12/3/2021,9/8/2023,Basic,499
2734,11/12/2022,,Standard,799
2735,8/14/2022,10/6/2023,Standard,799
2736,1/30/2021,,Standard,799
2737,5/10/2023,,Standard,799
2738,10/3/2022,,Basic,499
2739,8/23/2023,,Premium,1199
2740,4/23/2023,12/22/2024,Basic,499
2741,5/21/2022,,Standard,799
2742,7/13/2022,8/6/2023,Standard,799
2743,7/15/2022,,Standard,799
2744,6/16/2023,,Premium,1199
2745,5/17/2023,1/7/2025,Basic,499
2746,12/16/2022,,Basic,499
2747,6/10/2021,1/12/2023,Standard,799
2748,10/8/2022,,Standard,799
2749,3/6/2023,11/28/2023,Basic,499
2750,1/18/2023,,Premium,1199
2751,3/11/2021,,Basic,499
2752,12/3/2022,,Premium,1199
2753,1/19/2021,10/17/2021,Premium,1199
2754,8/28/2022,,Premium,1199
2755,4/8/2023,,Basic,499
2756,5/1/2023,2/3/2024,Standard,799
2757,7/20/2022,,Basic,499
2758,12/12/2022,,Premium,1199
2759,1/20/2023,,Basic,499
2760,1/5/2023,,Basic,499
2761,3/31/2023,,Basic,499
2762,9/22/2021,3/20/2023,Basic,499
2763,4/12/2022,5/13/2023,Standard,799
2764,5/18/2022,,Standard,799
2765,8/17/2021,11/10/2022,Basic,499
2766,6/12/2023,3/28/2024,Basic,499
2767,10/28/2022,,Standard,799
2768,3/31/2021,,Basic,499
2769,7/2/2022,1/19/2024,Basic,499
2770,1/19/2023,11/26/2023,Basic,499
2771,6/2/2022,,Standard,799
2772,3/31/2023,,Basic,499
2773,11/25/2022,9/23/2023,Premium,1199
2774,3/7/2021,,Basic,499
2775,10/18/2021,,Standard,799
2776,6/12/2023,,Premium,1199
2777,6/4/2023,1/11/2025,Standard,799
2778,1/16/2022,,Standard,799
2779,2/26/2022,9/26/2022,Premium,1199
2780,10/8/2021,,Standard,799
2781,10/10/2022,,Basic,499
2782,1/25/2021,,Standard,799
2783,5/21/2021,8/28/2022,Basic,499
2784,6/29/2022,,Standard,799
2785,6/27/2022,,Basic,499
2786,10/20/2022,12/2/2023,Basic,499
2787,4/25/2023,,Standard,799
2788,6/10/2022,,Basic,499
2789,4/5/2023,,Premium,1199
2790,11/29/2021,,Basic,499
2791,7/5/2021,,Basic,499
2792,12/1/2022,,Premium,1199
2793,12/25/2022,12/25/2023,Premium,1199
2794,1/11/2022,,Premium,1199
2795,2/8/2022,3/2/2023,Basic,499
2796,4/10/2023,,Basic,499
2797,9/22/2022,,Standard,799
2798,8/28/2021,11/5/2022,Standard,799
2799,5/15/2023,,Basic,499
2800,10/9/2022,10/28/2023,Basic,499
2801,5/4/2022,4/16/2024,Standard,799
2802,3/13/2023,,Basic,499
2803,10/31/2022,,Basic,499
2804,7/6/2023,,Standard,799
2805,10/28/2022,11/14/2023,Basic,499
2806,12/15/2022,8/19/2024,Basic,499
2807,6/30/2021,,Basic,499
2808,4/24/2023,,Basic,499
2809,4/6/2023,12/24/2023,Standard,799
2810,7/22/2023,12/25/2024,Standard,799
2811,6/12/2022,4/24/2023,Premium,1199
2812,8/30/2022,,Standard,799
2813,3/17/2023,2/24/2025,Standard,799
2814,7/22/2021,2/9/2022,Premium,1199
2815,12/18/2022,,Premium,1199
2816,2/19/2022,2/9/2023,Basic,499
2817,9/2/2022,,Standard,799
2818,4/3/2023,,Standard,799
2819,3/21/2023,2/5/2024,Basic,499
2820,8/13/2023,,Basic,499
2821,10/23/2021,,Basic,499
2822,6/28/2022,8/7/2023,Standard,799
2823,8/29/2022,,Premium,1199
2824,3/30/2021,3/23/2022,Premium,1199
2825,9/8/2023,,Standard,799
2826,1/17/2021,,Premium,1199
2827,4/5/2022,3/6/2023,Standard,799
2828,4/22/2023,,Premium,1199
2829,11/30/2022,10/20/2024,Basic,499
2830,3/8/2023,,Standard,799
2831,7/21/2021,,Standard,799
2832,5/12/2022,7/28/2023,Standard,799
2833,12/21/2022,11/16/2024,Basic,499
2834,4/19/2021,,Basic,499
2835,1/3/2022,,Basic,499
2836,1/12/2023,1/12/2024,Premium,1199
2837,5/26/2021,5/24/2023,Standard,799
2838,12/28/2021,,Standard,799
2839,4/17/2022,3/14/2023,Standard,799
2840,11/30/2022,1/5/2024,Premium,1199
2841,3/1/2023,,Premium,1199
2842,5/25/2023,9/29/2024,Standard,799
2843,3/2/2021,8/2/2022,Premium,1199
2844,10/15/2021,3/14/2023,Standard,799
2845,7/1/2021,,Basic,499
2846,3/22/2021,1/20/2022,Standard,799
2847,2/14/2022,12/16/2022,Standard,799
2848,9/20/2021,,Premium,1199
2849,3/30/2021,12/5/2022,Standard,799
2850,12/5/2022,,Standard,799
2851,8/27/2023,,Basic,499
2852,9/2/2022,,Standard,799
2853,11/19/2021,,Premium,1199
2854,5/7/2023,,Premium,1199
2855,4/9/2021,,Premium,1199
2856,5/11/2021,8/7/2022,Premium,1199
2857,6/19/2023,,Standard,799
2858,4/6/2022,10/16/2022,Standard,799
2859,5/18/2021,12/14/2021,Standard,799
2860,6/30/2022,2/11/2024,Premium,1199
2861,7/24/2022,1/20/2023,Basic,499
2862,11/4/2021,,Standard,799
2863,10/30/2022,8/7/2024,Standard,799
2864,9/7/2021,,Standard,799
2865,5/12/2022,,Premium,1199
2866,9/7/2023,,Standard,799
2867,3/30/2021,,Basic,499
2868,6/29/2023,,Standard,799
2869,5/24/2021,,Standard,799
2870,5/24/2022,,Standard,799
2871,7/13/2023,10/9/2024,Basic,499
2872,5/21/2023,,Premium,1199
2873,10/9/2022,,Premium,1199
2874,9/27/2022,10/28/2023,Basic,499
2875,1/1/2023,,Standard,799
2876,5/15/2022,3/11/2024,Basic,499
2877,1/1/2021,2/26/2022,Standard,799
2878,4/12/2021,10/24/2021,Basic,499
2879,11/25/2022,,Standard,799
2880,3/14/2023,,Basic,499
2881,7/15/2023,9/20/2024,Basic,499
2882,8/19/2022,7/4/2023,Basic,499
2883,11/15/2022,,Basic,499
2884,12/17/2021,,Standard,799
2885,7/1/2021,,Standard,799
2886,9/29/2022,,Premium,1199
2887,5/11/2023,,Premium,1199
2888,5/4/2021,,Standard,799
2889,11/19/2022,,Premium,1199
2890,3/15/2021,,Basic,499
2891,9/5/2021,1/17/2023,Standard,799
2892,8/20/2023,,Standard,799
2893,9/16/2023,6/22/2025,Basic,499
2894,3/23/2021,2/11/2022,Basic,499
2895,2/20/2021,,Basic,499
2896,6/29/2021,,Basic,499
2897,8/11/2022,,Standard,799
2898,10/1/2021,,Basic,499
2899,3/12/2021,,Basic,499
2900,4/19/2022,,Premium,1199
2901,8/1/2021,11/3/2022,Premium,1199
2902,2/7/2022,11/19/2022,Standard,799
2903,9/16/2023,,Standard,799
2904,1/7/2023,8/11/2024,Standard,799
2905,9/22/2023,,Basic,499
2906,11/21/2021,,Standard,799
2907,5/19/2021,2/1/2022,Premium,1199
2908,7/4/2022,2/23/2024,Standard,799
2909,8/3/2023,,Standard,799
2910,12/13/2021,,Standard,799
2911,7/15/2021,,Premium,1199
2912,3/16/2023,,Premium,1199
2913,11/2/2021,4/8/2023,Standard,799
2914,2/18/2021,9/4/2021,Basic,499
2915,4/26/2023,,Basic,499
2916,10/16/2022,,Basic,499
2917,12/16/2022,6/23/2023,Premium,1199
2918,7/5/2023,,Standard,799
2919,10/6/2021,3/13/2023,Premium,1199
2920,11/4/2021,2/2/2023,Basic,499
2921,4/16/2021,,Standard,799
2922,4/23/2023,,Standard,799
2923,2/6/2021,,Basic,499
2924,11/29/2022,,Basic,499
2925,6/20/2021,3/21/2022,Premium,1199
2926,6/27/2022,,Standard,799
2927,4/25/2023,,Standard,799
2928,4/9/2021,,Premium,1199
2929,11/5/2021,,Basic,499
2930,2/12/2022,,Standard,799
2931,7/30/2021,,Basic,499
2932,10/30/2022,,Standard,799
2933,8/17/2022,3/17/2023,Basic,499
2934,2/9/2022,,Basic,499
2935,3/15/2023,,Standard,799
2936,5/26/2022,,Premium,1199
2937,8/29/2021,,Standard,799
2938,6/27/2022,,Standard,799
2939,5/17/2022,,Standard,799
2940,1/2/2023,,Standard,799
2941,1/13/2021,,Standard,799
2942,4/1/2023,,Standard,799
2943,2/18/2022,2/11/2024,Basic,499
2944,7/9/2021,,Standard,799
2945,9/16/2022,,Premium,1199
2946,9/3/2022,8/14/2024,Basic,499
2947,8/3/2023,,Standard,799
2948,9/7/2022,12/17/2023,Standard,799
2949,7/15/2022,7/4/2024,Standard,799
2950,11/17/2021,5/20/2022,Standard,799
2951,12/29/2021,,Basic,499
2952,10/16/2022,,Standard,799
2953,2/9/2022,,Basic,499
2954,2/20/2023,2/8/2024,Basic,499
2955,1/20/2023,,Standard,799
2956,6/5/2022,,Basic,499
2957,2/4/2022,,Basic,499
2958,11/23/2021,,Basic,499
2959,7/4/2023,,Basic,499
2960,9/7/2021,,Standard,799
2961,6/24/2021,,Standard,799
2962,6/15/2021,,Standard,799
2963,2/4/2022,,Standard,799
2964,1/26/2021,,Standard,799
2965,5/15/2023,,Premium,1199
2966,7/2/2022,5/12/2024,Standard,799
2967,3/4/2023,3/12/2024,Premium,1199
2968,3/5/2022,,Basic,499
2969,3/31/2023,,Premium,1199
2970,2/20/2023,,Standard,799
2971,1/11/2023,,Standard,799
2972,7/25/2021,,Basic,499
2973,7/4/2023,,Basic,499
2974,4/9/2021,,Premium,1199
2975,8/20/2022,6/1/2023,Basic,499
2976,3/27/2023,,Standard,799
2977,2/9/2022,,Standard,799
2978,3/10/2021,,Basic,499
2979,5/16/2021,,Premium,1199
2980,5/18/2023,,Standard,799
2981,12/19/2021,,Standard,799
2982,1/2/2022,,Basic,499
2983,4/17/2022,,Basic,499
2984,12/13/2021,,Standard,799
2985,5/12/2023,6/8/2024,Standard,799
2986,7/2/2023,,Premium,1199
2987,8/29/2022,,Basic,499
2988,3/17/2023,,Basic,499
2989,2/15/2021,,Basic,499
2990,4/26/2021,,Basic,499
2991,9/6/2021,,Standard,799
2992,7/9/2023,,Basic,499
2993,8/29/2023,9/14/2024,Standard,799
2994,11/6/2022,,Premium,1199
2995,12/29/2021,,Standard,799
2996,9/6/2021,,Standard,799
2997,9/8/2021,,Standard,799
2998,7/28/2021,,Standard,799
2999,4/6/2023,10/22/2023,Premium,1199
3000,11/1/2022,,Basic,499
3001,9/22/2021,,Standard,799
3002,7/6/2022,5/3/2023,Basic,499
3003,1/13/2023,,Standard,799
3004,8/26/2023,,Basic,499
3005,6/24/2021,3/12/2023,Standard,799
3006,7/24/2022,,Standard,799
3007,8/22/2022,1/10/2024,Premium,1199
3008,8/25/2021,5/10/2023,Standard,799
3009,8/12/2021,,Premium,1199
3010,5/25/2022,,Basic,499
3011,12/20/2022,9/16/2023,Basic,499
3012,11/3/2022,,Premium,1199
3013,9/4/2022,,Standard,799
3014,5/27/2023,7/6/2024,Premium,1199
3015,12/7/2022,,Standard,799
3016,10/18/2021,,Standard,799
3017,2/26/2022,,Standard,799
3018,8/1/2022,,Basic,499
3019,6/22/2023,,Basic,499
3020,5/20/2023,6/12/2024,Standard,799
3021,4/12/2021,,Standard,799
3022,2/28/2021,,Premium,1199
3023,1/1/2023,,Basic,499
3024,1/30/2022,,Premium,1199
3025,5/28/2023,,Premium,1199
3026,4/8/2021,,Standard,799
3027,3/22/2022,,Basic,499
3028,4/15/2021,2/7/2023,Standard,799
3029,12/1/2022,,Premium,1199
3030,4/20/2021,,Basic,499
3031,2/28/2022,,Basic,499
3032,11/5/2022,,Standard,799
3033,5/10/2023,,Premium,1199
3034,4/4/2021,1/30/2022,Basic,499
3035,2/9/2023,,Standard,799
3036,4/3/2021,,Premium,1199
3037,12/10/2022,,Standard,799
3038,8/15/2022,,Premium,1199
3039,6/19/2021,9/12/2022,Standard,799
3040,3/29/2022,,Basic,499
3041,8/16/2023,7/24/2024,Basic,499
3042,12/13/2022,11/5/2023,Standard,799
3043,4/12/2021,,Standard,799
3044,8/24/2023,,Premium,1199
3045,2/20/2022,9/19/2022,Premium,1199
3046,2/16/2022,9/21/2022,Premium,1199
3047,8/11/2021,6/24/2023,Standard,799
3048,10/26/2021,,Standard,799
3049,11/14/2021,,Basic,499
3050,8/24/2023,,Basic,499
3051,11/11/2021,10/14/2023,Basic,499
3052,12/30/2022,,Basic,499
3053,2/25/2021,,Basic,499
3054,5/14/2023,,Premium,1199
3055,7/17/2023,,Basic,499
3056,8/28/2022,,Basic,499
3057,8/5/2021,,Standard,799
3058,5/16/2021,,Basic,499
3059,11/17/2021,,Basic,499
3060,9/1/2021,,Basic,499
3061,6/29/2021,9/18/2022,Basic,499
3062,6/13/2023,7/4/2024,Basic,499
3063,9/16/2023,,Basic,499
3064,10/26/2021,,Basic,499
3065,4/1/2022,,Standard,799
3066,1/18/2023,9/30/2023,Standard,799
3067,1/20/2022,,Basic,499
3068,6/5/2023,,Premium,1199
3069,7/6/2021,,Basic,499
3070,8/7/2021,,Standard,799
3071,7/19/2022,,Standard,799
3072,5/6/2023,,Basic,499
3073,7/10/2022,,Premium,1199
3074,4/25/2022,,Basic,499
3075,3/16/2022,,Basic,499
3076,3/24/2021,,Premium,1199
3077,5/28/2022,,Standard,799
3078,3/28/2022,5/6/2023,Basic,499
3079,5/22/2023,,Basic,499
3080,4/24/2023,,Standard,799
3081,7/16/2021,2/26/2022,Basic,499
3082,1/21/2023,,Basic,499
3083,1/5/2021,,Basic,499
3084,3/22/2021,,Standard,799
3085,12/8/2021,,Premium,1199
3086,1/6/2021,,Basic,499
3087,3/18/2022,11/26/2023,Basic,499
3088,1/8/2022,10/23/2023,Standard,799
3089,1/4/2023,,Standard,799
3090,6/13/2021,,Basic,499
3091,2/28/2021,,Premium,1199
3092,9/14/2021,12/7/2022,Standard,799
3093,4/28/2022,,Basic,499
3094,5/2/2022,,Basic,499
3095,7/7/2021,,Basic,499
3096,7/30/2023,,Premium,1199
3097,6/15/2021,,Premium,1199
3098,1/10/2021,,Basic,499
3099,10/16/2021,1/23/2023,Standard,799
3100,6/14/2022,2/22/2023,Basic,499
3101,5/11/2023,3/7/2024,Standard,799
3102,4/23/2021,,Basic,499
3103,1/25/2021,,Standard,799
3104,12/13/2021,,Premium,1199
3105,6/26/2023,,Basic,499
3106,1/13/2021,2/23/2022,Standard,799
3107,9/9/2023,12/30/2024,Standard,799
3108,6/9/2022,5/8/2023,Premium,1199
3109,2/21/2022,,Standard,799
3110,2/19/2023,,Standard,799
3111,7/27/2021,4/5/2022,Basic,499
3112,5/23/2021,,Premium,1199
3113,2/3/2021,,Standard,799
3114,9/7/2021,,Standard,799
3115,3/29/2022,1/3/2024,Standard,799
3116,11/30/2022,1/31/2024,Standard,799
3117,2/26/2023,6/18/2024,Basic,499
3118,9/5/2021,,Basic,499
3119,3/16/2023,12/16/2023,Basic,499
3120,9/1/2021,,Standard,799
3121,1/26/2023,,Premium,1199
3122,8/1/2023,,Standard,799
3123,10/16/2022,,Standard,799
3124,7/8/2021,7/27/2022,Basic,499
3125,4/4/2021,3/8/2022,Basic,499
3126,11/19/2021,4/4/2023,Premium,1199
3127,12/14/2021,,Basic,499
3128,2/8/2023,,Standard,799
3129,6/4/2023,5/17/2025,Basic,499
3130,10/3/2021,8/3/2022,Premium,1199
3131,5/25/2021,,Basic,499
3132,11/29/2022,2/29/2024,Standard,799
3133,10/30/2022,,Basic,499
3134,12/26/2022,2/26/2024,Premium,1199
3135,8/1/2022,,Standard,799
3136,3/16/2022,,Premium,1199
3137,3/6/2023,4/10/2024,Standard,799
3138,5/17/2022,2/22/2024,Basic,499
3139,8/30/2022,,Standard,799
3140,1/31/2023,,Standard,799
3141,7/16/2021,,Standard,799
3142,1/7/2023,,Standard,799
3143,6/21/2022,,Standard,799
3144,11/16/2021,,Basic,499
3145,7/24/2021,,Basic,499
3146,4/15/2023,,Basic,499
3147,3/7/2023,,Basic,499
3148,11/13/2021,,Basic,499
3149,11/3/2022,,Standard,799
3150,10/18/2021,,Basic,499
3151,4/27/2023,,Basic,499
3152,8/5/2021,12/21/2022,Basic,499
3153,10/9/2022,,Basic,499
3154,6/28/2022,10/1/2023,Premium,1199
3155,9/6/2021,,Standard,799
3156,10/7/2021,,Basic,499
3157,8/6/2021,1/4/2023,Premium,1199
3158,8/21/2023,,Basic,499
3159,10/31/2022,,Standard,799
3160,11/18/2021,,Basic,499
3161,2/4/2023,,Basic,499
3162,4/25/2021,3/30/2023,Premium,1199
3163,12/15/2022,,Premium,1199
3164,3/1/2021,9/3/2021,Standard,799
3165,3/17/2021,,Standard,799
3166,7/2/2022,,Premium,1199
3167,3/8/2022,,Standard,799
3168,3/12/2023,2/23/2025,Standard,799
3169,7/16/2023,,Standard,799
3170,1/4/2022,8/19/2023,Basic,499
3171,4/30/2021,,Premium,1199
3172,6/20/2023,,Premium,1199
3173,1/9/2023,,Standard,799
3174,8/4/2022,,Basic,499
3175,1/19/2023,,Basic,499
3176,1/9/2022,7/27/2023,Basic,499
3177,10/26/2021,,Standard,799
3178,1/24/2022,,Standard,799
3179,12/13/2021,4/2/2023,Basic,499
3180,8/3/2023,,Basic,499
3181,4/8/2022,11/6/2022,Standard,799
3182,6/5/2021,,Basic,499
3183,7/10/2021,1/5/2023,Standard,799
3184,10/19/2021,,Basic,499
3185,2/17/2023,,Premium,1199
3186,10/12/2021,,Standard,799
3187,10/13/2022,,Basic,499
3188,4/17/2022,,Standard,799
3189,11/28/2021,,Basic,499
3190,9/2/2021,,Basic,499
3191,4/4/2021,1/28/2023,Basic,499
3192,5/27/2021,,Premium,1199
3193,3/25/2022,,Standard,799
3194,6/22/2023,,Basic,499
3195,4/29/2023,,Standard,799
3196,4/12/2021,,Standard,799
3197,10/13/2021,,Basic,499
3198,7/24/2022,,Basic,499
3199,1/6/2021,,Standard,799
3200,3/20/2023,,Basic,499
3201,8/3/2023,,Basic,499
3202,12/17/2022,,Basic,499
3203,5/1/2021,,Standard,799
3204,4/10/2022,,Basic,499
3205,12/28/2022,,Basic,499
3206,1/30/2021,,Premium,1199
3207,12/16/2022,,Standard,799
3208,5/22/2022,,Basic,499
3209,12/8/2021,6/30/2023,Standard,799
3210,11/18/2021,,Standard,799
3211,8/9/2023,,Premium,1199
3212,6/15/2023,11/8/2024,Basic,499
3213,1/3/2022,,Premium,1199
3214,5/7/2022,4/20/2023,Basic,499
3215,9/4/2023,,Standard,799
3216,4/21/2022,9/12/2023,Basic,499
3217,3/10/2023,,Basic,499
3218,9/2/2022,,Standard,799
3219,12/12/2022,,Standard,799
3220,10/5/2022,1/12/2024,Standard,799
3221,3/31/2022,,Basic,499
3222,9/27/2022,,Premium,1199
3223,12/26/2022,,Basic,499
3224,2/20/2023,,Basic,499
3225,8/25/2021,,Premium,1199
3226,10/3/2022,,Basic,499
3227,5/16/2023,,Standard,799
3228,4/19/2023,,Basic,499
3229,6/28/2021,,Standard,799
3230,7/23/2023,12/16/2024,Standard,799
3231,7/5/2021,,Premium,1199
3232,9/1/2022,12/13/2023,Standard,799
3233,11/20/2021,,Basic,499
3234,1/30/2021,11/21/2021,Premium,1199
3235,12/18/2021,7/29/2023,Basic,499
3236,1/2/2022,7/18/2022,Premium,1199
3237,1/31/2021,6/2/2022,Basic,499
3238,10/23/2021,,Basic,499
3239,8/31/2023,,Basic,499
3240,10/2/2022,6/10/2023,Premium,1199
3241,2/22/2022,,Standard,799
3242,2/22/2021,,Standard,799
3243,6/7/2022,11/30/2023,Premium,1199
3244,4/18/2023,,Standard,799
3245,5/1/2023,,Basic,499
3246,4/23/2022,,Standard,799
3247,11/23/2021,,Standard,799
3248,2/11/2021,4/4/2022,Premium,1199
3249,12/22/2022,,Premium,1199
3250,1/13/2022,,Premium,1199
3251,6/19/2023,,Basic,499
3252,12/21/2022,,Basic,499
3253,11/13/2022,,Basic,499
3254,8/10/2022,,Standard,799
3255,1/25/2023,,Standard,799
3256,3/8/2023,,Standard,799
3257,8/24/2021,4/14/2023,Standard,799
3258,12/14/2022,,Basic,499
3259,5/31/2021,,Standard,799
3260,2/23/2022,,Standard,799
3261,9/8/2022,,Standard,799
3262,11/27/2022,,Premium,1199
3263,5/10/2021,,Basic,499
3264,11/2/2022,,Standard,799
3265,7/22/2023,,Standard,799
3266,5/18/2021,,Premium,1199
3267,12/7/2022,,Basic,499
3268,2/3/2021,,Standard,799
3269,9/3/2022,,Basic,499
3270,12/12/2021,,Standard,799
3271,7/10/2022,,Standard,799
3272,4/11/2022,,Standard,799
3273,11/14/2022,5/7/2024,Basic,499
3274,8/30/2022,,Premium,1199
3275,5/16/2022,,Basic,499
3276,5/3/2021,,Basic,499
3277,3/18/2021,,Basic,499
3278,6/25/2021,,Basic,499
3279,9/18/2022,,Basic,499
3280,6/28/2022,10/10/2023,Standard,799
3281,12/19/2021,11/25/2023,Basic,499
3282,6/8/2023,,Standard,799
3283,7/3/2022,1/6/2024,Basic,499
3284,8/21/2021,3/29/2022,Standard,799
3285,12/11/2021,,Basic,499
3286,3/25/2022,,Basic,499
3287,11/5/2021,7/20/2022,Basic,499
3288,12/19/2021,3/18/2023,Standard,799
3289,9/12/2023,,Premium,1199
3290,7/15/2023,,Standard,799
3291,12/29/2022,,Standard,799
3292,7/9/2023,3/15/2025,Basic,499
3293,4/20/2022,3/29/2024,Standard,799
3294,8/8/2023,,Standard,799
3295,11/29/2022,,Basic,499
3296,6/14/2021,,Basic,499
3297,10/28/2022,,Standard,799
3298,1/23/2023,9/17/2024,Standard,799
3299,3/22/2023,,Standard,799
3300,1/26/2021,,Standard,799
3301,7/11/2021,,Premium,1199
3302,10/8/2021,2/23/2023,Premium,1199
3303,10/15/2021,,Basic,499
3304,4/23/2021,,Basic,499
3305,4/24/2022,,Standard,799
3306,1/8/2022,4/18/2023,Standard,799
3307,7/24/2023,,Standard,799
3308,5/29/2021,,Basic,499
3309,3/19/2021,,Standard,799
3310,1/9/2022,,Basic,499
3311,1/6/2022,12/31/2023,Basic,499
3312,3/16/2023,4/11/2024,Basic,499
3313,1/4/2021,,Basic,499
3314,2/12/2022,,Basic,499
3315,5/14/2022,,Basic,499
3316,2/25/2021,,Premium,1199
3317,10/25/2021,,Premium,1199
3318,11/5/2022,,Basic,499
3319,2/24/2023,5/10/2024,Standard,799
3320,9/29/2022,6/25/2023,Basic,499
3321,9/12/2022,7/29/2023,Standard,799
3322,3/13/2022,,Basic,499
3323,4/3/2023,,Premium,1199
3324,7/1/2023,,Basic,499
3325,1/1/2021,,Standard,799
3326,9/11/2022,,Basic,499
3327,2/1/2021,,Basic,499
3328,4/15/2022,3/20/2023,Premium,1199
3329,8/26/2021,,Standard,799
3330,11/16/2022,6/20/2024,Premium,1199
3331,3/1/2021,,Standard,799
3332,6/3/2022,,Basic,499
3333,7/12/2023,12/7/2024,Premium,1199
3334,8/7/2022,,Premium,1199
3335,4/26/2021,,Basic,499
3336,5/8/2023,,Standard,799
3337,4/15/2021,12/14/2022,Premium,1199
3338,12/6/2021,,Premium,1199
3339,7/1/2023,,Standard,799
3340,6/3/2022,3/1/2024,Standard,799
3341,5/16/2022,,Basic,499
3342,11/1/2021,,Standard,799
3343,8/16/2021,,Standard,799
3344,1/26/2021,,Standard,799
3345,2/24/2021,,Premium,1199
3346,12/6/2022,,Basic,499
3347,3/17/2022,,Basic,499
3348,6/13/2023,,Standard,799
3349,4/17/2022,2/29/2024,Basic,499
3350,6/16/2022,,Basic,499
3351,4/19/2022,12/9/2023,Basic,499
3352,3/28/2023,,Standard,799
3353,5/9/2022,4/17/2023,Standard,799
3354,9/25/2021,,Standard,799
3355,4/10/2022,12/12/2023,Premium,1199
3356,6/12/2022,,Basic,499
